33509.2 0.451853 164120 18.2261
9739.78 5.46587 187875 27.6042
11336.7 5.10855 186269 36.9318
15051.2 4.87738 182546 45.0649
23606 4.35387 173985 51.7357
33043.7 3.95544 164543 57.2709
45920.6 3.32636 151662 61.4381
37486.8 4.7876 160088 67.4978
42732 3.99679 154839 72.77
54580.5 3.16259 142988 76.0198
62561.8 3.11623 135004 78.5418
80807 1.93449 116759 79.2654
92374.6 1.97176 105192 79.2349
75195.7 4.38761 122365 82.7245
12112.1 7.61444 185430 97.3661
15073.3 5.20107 182464 104.609
23609 4.39149 173926 108.475
33044.5 3.95881 164488 111.106
45920.1 3.32578 151612 112.489
37489.5 4.78634 160037 115.905
42733.5 3.99573 154791 118.671
54580.5 3.16166 142944 119.544
62561.7 3.11528 134963 119.812
80803.9 1.93385 116723 118.399
92370.8 1.97106 105158 116.342
75199 4.38629 122326 117.909
12113.3 7.61399 185396 130.728
15073.8 5.20038 182432 136.244
23609.3 4.39077 173895 138.472
33044.7 3.95813 164459 139.549
45919.7 3.32518 151585 139.46
37490.8 4.78563 160010 141.479
42734.4 3.99516 154766 142.92
54580.5 3.16117 142921 142.537
62561.7 3.11477 134941 141.615
80802.3 1.93351 116704 139.073
92368.8 1.9707 105141 135.946
75200.8 4.38559 122306 136.497
12113.9 7.61376 185378 148.353
15074 5.20002 182415 152.956
23609.4 4.39039 173879 154.319
33044.8 3.95777 164444 154.575
45919.5 3.32486 151571 153.708
37491.5 4.78526 159996 154.989
42734.8 3.99485 154753 155.73
54580.5 3.16091 142909 154.684
62561.6 3.11451 134930 153.133
80801.4 1.93333 116694 149.995
92367.7 1.9705 105132 146.302
75201.7 4.38522 122295 146.317
12114.3 7.61364 185368 157.665
15074.1 5.19983 182406 161.785
23609.5 4.3902 173871 162.691
33044.8 3.95759 164436 162.514
45919.4 3.32469 151563 161.235
37491.9 4.78506 159989 162.127
42735 3.99469 154746 162.498
54580.5 3.16077 142903 161.102
62561.6 3.11437 134924 159.218
80801 1.93324 116689 155.765
92367.1 1.9704 105127 151.773
75202.2 4.38502 122289 151.505
12114.4 7.61357 185363 162.584
15074.2 5.19973 182402 166.45
23609.6 4.39009 173866 167.114
33044.8 3.95749 164432 166.708
45919.4 3.3246 151560 165.212
37492.1 4.78496 159985 165.897
42735.2 3.99461 154742 166.074
54580.5 3.1607 142899 164.492
62561.6 3.11429 134920 162.433
80800.7 1.93319 116686 158.813
92366.8 1.97035 105124 154.664
75202.4 4.38492 122286 154.246
12114.5 7.61354 185360 165.182
15074.2 5.19968 182399 168.914
23609.6 4.39003 173864 169.451
33044.9 3.95743 164430 168.923
45919.4 3.32455 151558 167.313
37492.2 4.7849 159983 167.889
42735.2 3.99457 154740 167.963
54580.5 3.16066 142898 166.283
62561.6 3.11425 134919 164.131
80800.6 1.93316 116685 160.423
92366.7 1.97032 105123 156.191
75202.6 4.38486 122285 155.694
12114.6 7.61352 185359 166.555
15074.3 5.19965 182398 170.216
23609.6 4.39 173863 170.685
33044.9 3.9574 164429 170.094
45919.3 3.32453 151556 168.423
37492.3 4.78487 159981 168.942
42735.2 3.99454 154739 168.961
54580.5 3.16064 142897 167.23
62561.6 3.11423 134918 165.028
80800.5 1.93315 116684 161.274
92366.6 1.9703 105122 156.998
75202.6 4.38484 122284 156.459
12114.6 7.61351 185358 167.281
15074.3 5.19964 182397 170.904
23609.6 4.38999 173862 171.337
33044.9 3.95739 164428 170.712
45919.3 3.32452 151556 169.009
37492.3 4.78486 159981 169.498
42735.3 3.99453 154739 169.488
54580.5 3.16063 142896 167.729
62561.6 3.11422 134917 165.502
80800.5 1.93314 116683 161.724
92366.5 1.97029 105122 157.424
75202.7 4.38482 122284 156.863
12114.6 7.6135 185358 167.664
15074.3 5.19963 182397 171.267
23609.6 4.38998 173862 171.682
33044.9 3.95738 164428 171.039
45919.3 3.32451 151556 169.319
37492.3 4.78485 159981 169.791
42735.3 3.99452 154738 169.766
54580.5 3.16062 142896 167.993
62561.6 3.11422 134917 165.753
80800.5 1.93314 116683 161.961
92366.5 1.97029 105121 157.649
75202.7 4.38481 122283 157.076
12114.6 7.6135 185357 167.866
15074.3 5.19963 182397 171.459
23609.6 4.38998 173862 171.864
33044.9 3.95738 164427 171.212
45919.3 3.32451 151555 169.483
37492.3 4.78485 159980 169.947
42735.3 3.99452 154738 169.913
54580.5 3.16062 142896 168.133
62561.6 3.11421 134917 165.885
80800.5 1.93314 116683 162.086
92366.5 1.97029 105121 157.768
75202.7 4.38481 122283 157.189
12114.6 7.6135 185357 167.973
15074.3 5.19962 182396 171.56
23609.6 4.38997 173862 171.96
33044.9 3.95738 164427 171.303
45919.3 3.3245 151555 169.569
37492.3 4.78484 159980 170.029
42735.3 3.99452 154738 169.991
54580.5 3.16062 142896 168.207
62561.6 3.11421 134917 165.955
80800.5 1.93313 116683 162.153
92366.5 1.97029 105121 157.831
75202.7 4.38481 122283 157.249
12114.6 7.6135 185357 168.03
15074.3 5.19962 182396 171.614
23609.6 4.38997 173861 172.011
33044.9 3.95737 164427 171.351
45919.3 3.3245 151555 169.615
37492.3 4.78484 159980 170.072
42735.3 3.99452 154738 170.032
54580.5 3.16062 142896 168.246
62561.6 3.11421 134917 165.992
80800.5 1.93313 116683 162.188
92366.5 1.97029 105121 157.864
75202.7 4.38481 122283 157.28
12114.6 7.6135 185357 168.06
15074.3 5.19962 182396 171.642
23609.6 4.38997 173861 172.037
33044.9 3.95737 164427 171.376
45919.3 3.3245 151555 169.639
37492.3 4.78484 159980 170.095
42735.3 3.99452 154738 170.054
54580.5 3.16062 142896 168.266
62561.6 3.11421 134917 166.011
80800.5 1.93313 116683 162.206
92366.5 1.97029 105121 157.882
